City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Vestmannaeyjar,63.4427,-20.2734,43.43,79,100,20.74,IS,1666572212
Poletayevo,55.0336,61.1138,28.22,66,63,9.24,RU,1666572212
Verkh-Usugli,52.7,115.1667,31.78,61,8,3.04,RU,1666572213
Toora-Khem,52.4675,96.11,29.25,67,100,8.21,RU,1666572214
Vargashi,55.3556,65.8467,27.95,69,18,11.68,RU,1666572214
Tual,-5.6667,132.75,83.5,74,100,5.14,ID,1666572215
Stillwater,36.1156,-97.0584,83.55,50,0,27.63,US,1666572013
Ludvika,60.1496,15.1878,40.77,84,100,5.48,SE,1666572216
Atambua,-9.1061,124.8925,85.15,61,27,2.86,ID,1666572216
Chapais,49.7834,-74.8492,53.38,91,5,4.88,CA,1666572217
Kangaba,11.9333,-8.4167,74.48,69,82,0.89,ML,1666572217
Damāvand,35.7178,52.065,48.85,66,0,2.59,IR,1666572217
Harper,4.375,-7.7169,76.39,89,93,6.02,LR,1666572218
Adrar,20.5022,-10.0711,82.78,14,0,11.59,MR,1666572218
Inyonga,-6.7167,32.0667,65.53,39,95,3.06,TZ,1666572219
Patan,27.6667,85.3333,53.98,87,40,3.44,NP,1666572219
Fort Nelson,58.8053,-122.7002,31.59,81,100,6.91,CA,1666572194
Manokwari,-0.8667,134.0833,84.18,72,98,7.78,ID,1666572219
Arona,28.0996,-16.681,64.98,79,40,8.05,ES,1666572220
Rafaela,-31.2503,-61.4867,66.0,39,4,3.0,AR,1666572220
Gafanha da Encarnação,40.6181,-8.733,60.06,91,55,10.83,PT,1666572221
Westerland,54.9079,8.3033,57.22,88,100,12.66,DE,1666572221
Kismayo,-0.3582,42.5454,76.69,85,42,9.37,SO,1666572222
Tete,-16.1564,33.5867,78.57,55,8,8.19,MZ,1666572222
Abu Samrah,35.3029,37.1841,65.03,61,19,3.87,SY,1666572223
Narsaq,60.9167,-46.05,35.82,87,100,4.61,GL,1666572223
Esperance,-33.8667,121.9,55.27,84,100,15.35,AU,1666572040
Dothan,31.2232,-85.3905,64.6,58,0,3.44,US,1666572151
Walla Walla,46.0646,-118.343,54.9,58,0,8.05,US,1666572147
Beringovskiy,63.05,179.3167,23.95,65,13,4.45,RU,1666572224
Muros,42.7762,-9.0603,62.83,78,94,12.95,ES,1666572224
Srebrenik,44.7078,18.4881,50.65,79,95,5.48,BA,1666572225
Te Anau,-45.4167,167.7167,41.83,97,100,1.5,NZ,1666572225
Dudinka,69.4058,86.1778,21.38,95,100,10.45,RU,1666572225
Al Bardīyah,31.7561,25.0865,67.82,76,13,9.06,LY,1666572226
Faya,18.3851,42.4509,57.31,68,0,1.68,SA,1666572227
Kiomboi,-4.2667,34.3667,64.18,59,40,3.94,TZ,1666572227
Doha,25.2867,51.5333,82.38,65,0,4.61,QA,1666572227
Souillac,-20.5167,57.5167,70.18,94,75,4.61,MU,1666572228
Xining,36.6167,101.7667,47.37,67,98,0.78,CN,1666572228
Morón,-34.6534,-58.6198,61.99,87,4,8.7,AR,1666572229
Pavlysh,48.9176,33.3569,50.05,92,100,11.21,UA,1666572229
Idanre,7.1127,5.1159,71.51,98,100,1.1,NG,1666572229
Marmande,44.5,0.1667,64.76,57,34,5.21,FR,1666572230
Vao,-22.6667,167.4833,72.77,79,100,24.05,NC,1666572230
Piquete,-22.6136,-45.1761,65.07,97,88,3.0,BR,1666572231
Coahuayana Viejo,18.7333,-103.6833,77.97,88,98,0.83,MX,1666572231
Laguna,38.421,-121.4238,71.58,25,0,20.71,US,1666572232
Bilibino,68.0546,166.4372,1.67,98,98,1.16,RU,1666572232
Tall Kayf,37.0833,41.0667,61.3,41,0,6.33,TR,1666572233
Nelson Bay,-32.7167,152.15,66.99,98,100,3.0,AU,1666572233
Yerbogachën,61.2767,108.0108,30.38,76,100,21.23,RU,1666572233
Tateyama,34.9833,139.8667,63.1,76,99,17.98,JP,1666572234
Popondetta,-8.7537,148.2534,86.13,63,39,4.65,PG,1666572234
Talnakh,69.4865,88.3972,19.54,96,100,7.07,RU,1666572235
Cherlak,54.155,74.8055,27.21,85,26,10.89,RU,1666572237
Sesheke,-17.4759,24.2968,72.07,42,99,2.48,ZM,1666572237
Rocha,-34.4833,-54.3333,52.9,97,14,3.94,UY,1666572238
Tigil',57.8,158.6667,27.68,69,76,4.68,RU,1666572239
Tadpatri,14.9167,78.0167,68.2,73,74,4.25,IN,1666572239
Pevek,69.7008,170.3133,14.81,94,100,3.89,RU,1666572240
Houma,29.5958,-90.7195,70.0,76,0,4.61,US,1666572240
Umm Kaddadah,13.6017,26.6876,79.07,20,11,20.58,SD,1666572240
Bima,-8.4667,118.7167,88.92,59,14,3.18,ID,1666572241
Kahului,20.8947,-156.47,87.82,62,40,26.46,US,1666571984
Tuatapere,-46.1333,167.6833,48.94,70,96,6.33,NZ,1666572241
Pedasí,7.5333,-80.0333,76.06,82,99,3.04,PA,1666572242
Khasan,42.4308,130.6434,44.28,51,2,14.38,RU,1666572242
Xucheng,20.35,110.1288,77.45,82,21,16.42,CN,1666572243
Alexandria,31.2156,29.9553,66.74,62,0,10.09,EG,1666571432
Kalga,50.9251,118.898,33.82,53,50,6.29,RU,1666572243
Esim,4.8699,-2.2405,76.82,90,65,4.07,GH,1666572244
Half Moon Bay,37.4636,-122.4286,69.85,59,0,20.71,US,1666572244
Necochea,-38.5473,-58.7368,55.26,63,0,18.79,AR,1666572245
Discovery Bay,37.9085,-121.6002,70.21,25,0,19.57,US,1666572245
Port Macquarie,-31.4333,152.9167,67.89,94,100,1.97,AU,1666572227
Turan,16.0678,108.2208,78.78,73,20,1.14,VN,1666572246
Baiyin,36.5583,104.2081,53.26,61,100,1.97,CN,1666572246
Ancud,-41.8697,-73.8203,50.25,93,100,21.68,CL,1666572246
Khovd,48.0056,91.6419,39.97,54,100,7.58,MN,1666572247
Bragança,-1.0536,-46.7656,78.91,77,92,5.53,BR,1666572247
São João da Barra,-21.6403,-41.0511,73.49,86,100,6.91,BR,1666572248
Sabinas,27.85,-101.1167,79.97,53,100,7.96,MX,1666572248
Inírida,3.8653,-67.9239,75.34,95,100,2.98,CO,1666572249
Vilcún,-38.65,-72.2333,48.94,86,100,2.95,CL,1666572249
Diffa,13.3154,12.6113,83.34,48,62,6.4,NE,1666572250
Nebolchi,59.1239,33.3454,36.25,95,22,6.67,RU,1666572250
Yichang,30.7144,111.2847,69.24,44,100,1.14,CN,1666572082
Am Timan,11.0297,20.2827,74.64,36,16,4.07,TD,1666572251
Mogadishu,2.0371,45.3438,77.29,85,42,10.71,SO,1666572251
Ishigaki,24.3448,124.1572,73.53,73,75,14.97,JP,1666572251
Isangel,-19.55,169.2667,75.31,100,100,2.3,VU,1666572252
Bārmer,25.75,71.3833,74.3,23,0,5.88,IN,1666572252
Kalabo,-14.97,22.6814,74.01,49,99,3.13,ZM,1666572253
Sinegor'ye,62.0788,150.477,3.99,88,41,1.3,RU,1666572253
Chełmża,53.1846,18.6047,50.29,99,100,7.29,PL,1666572254
Yambio,4.5721,28.3955,66.02,98,74,3.06,SS,1666572254
Salym,60.0625,71.4789,29.86,72,100,14.29,RU,1666572255
Barwādih,23.8333,84.1167,63.68,79,87,3.02,IN,1666572255
Waipawa,-41.4122,175.5153,62.4,57,100,3.78,NZ,1666572256
Clearwater,27.9659,-82.8001,75.92,72,0,8.05,US,1666572000
Velim,50.0597,15.1071,57.61,78,100,5.39,CZ,1666572256
Oytal,42.9057,73.2697,45.07,87,99,3.96,KZ,1666572257
Hemel Hempstead,51.7537,-0.4752,58.01,92,75,5.75,GB,1666572258
Listowel,52.4464,-9.485,51.51,93,100,6.11,IE,1666572258
Sistranda,63.7256,8.834,35.56,77,53,15.23,NO,1666572258
Lorengau,-2.0226,147.2712,86.09,56,100,6.44,PG,1666572259
Aktash,50.3,87.7333,15.46,91,99,3.31,RU,1666572259
Tezu,27.9167,96.1667,72.99,66,100,0.83,IN,1666572260
Fukuechō,32.6881,128.8419,64.76,45,20,16.11,JP,1666572260
Micomeseng,2.1462,10.6164,67.66,100,100,0.85,GQ,1666572261
Kishtwār,33.3167,75.7667,46.8,47,0,5.37,IN,1666572261
Qūchān,37.106,58.5095,50.76,76,7,2.64,IR,1666572262
Coyhaique,-45.5752,-72.0662,48.81,81,100,6.91,CL,1666572262
Kumul,42.8,93.45,52.03,31,0,6.82,CN,1666572263
Umluj,25.0213,37.2685,77.61,58,0,11.83,SA,1666572264
Talaya,61.3833,152.75,-0.67,92,99,1.23,RU,1666572264
Iralaya,15.0,-83.2333,79.41,83,16,6.49,HN,1666572265
Deputatsky,69.3,139.9,1.49,92,100,2.19,RU,1666572265
Burnie,-41.0667,145.9167,59.94,53,100,20.96,AU,1666572265
Kautokeino,69.0125,23.0412,29.98,74,100,11.59,NO,1666572266
Jati,24.3539,68.2671,76.44,57,0,8.77,PK,1666572266
Denpasar,-8.65,115.2167,82.06,88,20,4.61,ID,1666572123
Skjervøy,70.0311,20.9714,39.2,66,100,25.79,NO,1666572267
Sambava,-14.2667,50.1667,70.68,85,36,5.82,MG,1666572268
Kavaratti,10.5669,72.642,80.76,76,60,1.86,IN,1666572268
Preobrazheniye,42.9019,133.9064,44.44,41,0,5.5,RU,1666572269
Makushino,55.2103,67.2442,27.93,76,21,12.55,RU,1666572269
Vavoua,7.3819,-6.4778,70.7,98,100,2.46,CI,1666572269
Marzuq,14.4,46.4667,67.41,65,0,1.34,YE,1666572270
Atlantic Beach,30.3344,-81.3987,71.02,78,0,3.44,US,1666572054
Inhambane,-23.865,35.3833,72.21,82,4,3.36,MZ,1666572018
Agadir,30.4202,-9.5982,68.45,22,60,11.79,MA,1666572271
Kīhei,20.785,-156.4656,87.82,66,40,26.46,US,1666572235
Cap Malheureux,-19.9842,57.6142,70.47,81,10,3.0,MU,1666572272
Samarai,-10.6167,150.6667,83.23,69,50,6.78,PG,1666572272
Casas Grandes,30.3667,-107.95,68.45,37,41,20.67,MX,1666572273
Blora,-6.9698,111.4186,80.31,80,96,3.96,ID,1666572273
Talara,-4.5772,-81.2719,62.37,89,99,16.78,PE,1666572274
Teya,60.3778,92.6267,28.35,80,97,12.46,RU,1666572274
Constitución,-35.3333,-72.4167,47.41,83,0,7.85,CL,1666572057
Shiyan,32.6475,110.7781,70.41,49,100,3.89,CN,1666572275
Río Gallegos,-51.6226,-69.2181,55.45,38,75,6.91,AR,1666572104
Praia da Vitória,38.7333,-27.0667,62.85,88,40,15.77,PT,1666572275
Leningradskiy,69.3833,178.4167,21.31,91,100,12.8,RU,1666572276
Stornoway,58.2093,-6.3865,53.92,94,40,8.05,GB,1666572276
Port Hawkesbury,45.6169,-61.3485,55.04,78,0,4.0,CA,1666572277
Manzhouli,49.6,117.4333,36.52,59,7,8.12,CN,1666572277
Lodeynoye Pole,60.726,33.5531,32.77,87,6,6.98,RU,1666572278
Chitipa,-9.7024,33.2697,65.19,61,89,5.86,MW,1666572278
Hecelchakán,20.1667,-90.1333,71.92,53,14,4.52,MX,1666572048
Banda Aceh,5.5577,95.3222,81.36,75,98,9.6,ID,1666572279
Hässleholm,56.1591,13.7664,50.76,93,100,6.51,SE,1666572279
Oskemen,49.9565,82.6119,30.16,92,75,2.24,KZ,1666572279
Bulgan,48.8125,103.5347,40.8,41,32,4.34,MN,1666572280
Cayenne,4.9333,-52.3333,80.64,83,0,4.61,GF,1666572280
Batemans Bay,-35.7167,150.1833,66.09,96,100,6.08,AU,1666572281
Eirunepé,-6.6603,-69.8736,73.2,98,97,0.2,BR,1666572281
Yangi Marg`ilon,40.4272,71.7189,50.72,87,100,0.0,UZ,1666572281
Sovetskiy,61.3614,63.5842,33.84,86,100,13.96,RU,1666572282
Kyzyl-Suu,42.3414,78.0056,41.31,81,88,3.15,KG,1666572282
Birao,10.2849,22.7882,70.9,55,26,4.52,CF,1666572283
Palāsa,18.7667,84.4167,72.64,80,48,6.38,IN,1666572283
Sioux Lookout,50.1001,-91.917,57.27,77,20,8.05,CA,1666572284
Lae,-6.7221,146.9847,81.27,67,100,8.5,PG,1666572284
Callaguip,18.0714,120.4867,78.82,89,75,4.61,PH,1666572284
Udachny,66.4167,112.4,28.45,92,100,5.5,RU,1666572285
Plouzané,48.3833,-4.6167,57.52,88,75,18.41,FR,1666572286
Mt. Pleasant,32.7941,-79.8626,64.0,82,0,0.0,US,1666572061
Guía de Isora,28.2115,-16.7795,65.37,80,6,1.59,ES,1666572286
Mil'kovo,54.7167,158.6167,31.68,53,97,0.6,RU,1666572287
Akureyri,65.6835,-18.0878,30.13,93,0,2.3,IS,1666572287
Delray Beach,26.4615,-80.0728,77.02,79,20,8.05,US,1666572287
Teberda,43.4456,41.7448,38.98,81,100,12.03,RU,1666572288
General Bravo,25.8,-99.1667,80.89,64,100,22.41,MX,1666572288
Hīt,33.6416,42.8251,73.65,37,83,8.86,IQ,1666572289
Nago,26.5881,127.9761,75.63,62,0,19.01,JP,1666572289
Solnechnyy,50.7214,136.6319,37.65,48,23,2.89,RU,1666572290
Ambilobe,-13.2,49.05,69.71,83,20,3.42,MG,1666572290
